URL,Repo Name,Date,CVE ID,CVE Severity,Name,Component Type,Ownership,Num of Contributor,Num of Minor 5%,Per of Minor 5%,Avg of Minor Contri 5%,Num of Minor 10%,Per of Minor 10%,Avg of Minor Contri 10%,Num of Minor 20%,Per of Minor 20%,Avg of Minor Contri 20%,Num of Minor 50%,Per of Minor 50%,Avg of Minor Contri 50%,Days Difference,Release Info,Time Stage,Oss Stage,Age,Release Info Aged,Time Stage Aged,Oss Stage Aged,License Info,License Type,Total Added,Total Deleted,File Size,Is Defective
https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,tensorflow,2022-07-25T11:25:01Z,CVE-2022-35937,9.1,tensorflow/tensorflow/lite/kernels/gather_nd.cc,file,0.375,6,0,0.0,0,0,0.0,0,5,0.8333333333333334,0.125,6,1.0,0.16666666666666666,2452,"[2, 30, 81, 50, 4]",t5,SI,895,"[0, 8, 27, 35, 0]",t4,SI,Apache,permissive,202,9,193,True
https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,tensorflow,2022-07-25T11:25:01Z,CVE-2022-35937,9.1,tensorflow/tensorflow/lite/kernels/gather_nd_test.cc,file,0.2,5,0,0.0,0,0,0.0,0,5,1.0,0.2,5,1.0,0.2,2452,"[2, 30, 81, 50, 4]",t5,SI,680,"[0, 6, 19, 32, 0]",t4,SI,Apache,permissive,377,10,367,True
https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,tensorflow,2022-07-25T11:25:01Z,CVE-2022-35937,9.1,tensorflow/tensorflow/lite/kernels/internal/reference/reference_ops.h,file,0.4810126582278481,72,71,0.9861111111111112,0.0073096808700303115,71,0.9861111111111112,0.0073096808700303115,71,0.9861111111111112,0.0073096808700303115,72,1.0,0.013888888888888904,2452,"[2, 30, 81, 50, 4]",t5,SI,1425,"[1, 13, 48, 42, 3]",t5,SI,Apache,permissive,13557,11678,1467,True
https://github.com/tensorflow/tensorflow/commit/c99d98cd189839dcf51aee94e7437b54b31f8abd,tensorflow,2021-11-13T01:42:30Z,CVE-2022-23592,8.1,tensorflow/tensorflow/core/graph/graph.cc,file,0.18248175182481752,50,47,0.94,0.01428793290883677,49,0.98,0.016684045881126163,50,1.0,0.01999999999999999,50,1.0,0.01999999999999999,2198,"[2, 28, 76, 40, 4]",t5,SI,2134,"[2, 28, 76, 40, 4]",t5,SI,Apache,permissive,1695,679,905,True
https://github.com/tensorflow/tensorflow/commit/0657c83d08845cc434175934c642299de2c0f042,tensorflow,2021-11-09T12:44:43Z,CVE-2022-23574,8.8,tensorflow/tensorflow/core/framework/full_type_util.cc,file,0.7142857142857143,2,0,0.0,0,0,0.0,0,0,0.0,0,1,0.5,0.2857142857142857,2194,"[2, 28, 76, 40, 4]",t5,SI,133,"[0, 2, 5, 7, 0]",t3,TG,Apache,permissive,196,73,123,True
https://github.com/tensorflow/tensorflow/commit/6364463d6f5b6254cac3d6aedf999b6a96225038,tensorflow,2021-12-16T23:37:14Z,CVE-2022-23560,8.8,tensorflow/tensorflow/lite/kernels/internal/utils/sparsity_format_converter.cc,file,0.6923076923076923,5,0,0.0,0,4,0.8,0.07692307692307693,4,0.8,0.07692307692307693,4,0.8,0.07692307692307693,2232,"[2, 28, 76, 40, 4]",t5,SI,580,"[0, 5, 17, 22, 0]",t4,SI,Apache,permissive,439,47,392,True
https://github.com/tensorflow/tensorflow/commit/002408c3696b173863228223d535f9de72a101a9,tensorflow,2021-12-03T04:57:14Z,CVE-2022-21730,8.1,tensorflow/tensorflow/core/kernels/fractional_avg_pool_op.cc,file,0.4375,8,0,0.0,0,5,0.625,0.0625,7,0.875,0.08035714285714286,8,1.0,0.125,2218,"[2, 28, 76, 40, 4]",t5,SI,1806,"[2, 21, 70, 39, 4]",t5,SI,Apache,permissive,502,127,374,True
https://github.com/tensorflow/tensorflow/commit/37c01fb5e25c3d80213060460196406c43d31995,tensorflow,2021-11-23T22:27:30Z,CVE-2022-21728,8.1,tensorflow/tensorflow/core/ops/array_ops.cc,file,0.28498727735368956,94,92,0.9787234042553191,0.0070251133974997245,93,0.9893617021276596,0.0076883088456592506,93,0.9893617021276596,0.0076883088456592506,94,1.0,0.01063829787234042,2209,"[2, 28, 76, 40, 4]",t5,SI,2104,"[2, 26, 76, 40, 4]",t5,SI,Apache,permissive,13601,9759,3394,True
https://github.com/tensorflow/tensorflow/commit/23968a8bf65b009120c43b5ebcceaf52dbc9e943,tensorflow,2021-11-20T07:16:11Z,CVE-2022-21726,8.8,tensorflow/tensorflow/core/kernels/dequantize_op.cc,file,0.5,10,7,0.7,0.03846153846153847,8,0.8,0.04326923076923077,9,0.9,0.05555555555555555,10,1.0,0.09999999999999998,2205,"[2, 28, 76, 40, 4]",t5,SI,1918,"[2, 24, 73, 39, 4]",t5,SI,Apache,permissive,666,373,293,True
https://github.com/tensorflow/tensorflow/commit/3712a2d3455e6ccb924daa5724a3652a86f6b585,tensorflow,2021-10-04T19:41:58Z,CVE-2021-41227,5.5,tensorflow/tensorflow/core/platform/ctstring_internal.h,file,0.7777777777777778,2,0,0.0,0,0,0.0,0,0,0.0,0,1,0.5,0.2222222222222222,2159,"[2, 27, 75, 36, 4]",t5,SI,502,"[0, 4, 16, 18, 0]",t4,SI,Apache,permissive,485,30,455,True
