Repo User,Repo Name,Filename,Date,URL,CVE ID,CVE Severity
opencv,opencv,modules/imgcodecs/src/grfmt_pxm.cpp,2017-12-21T01:10:24Z,https://github.com/opencv/opencv/commit/7bbe1a53cfc097b82b1589f7915a2120de39274c,CVE-2017-17760,6.5
tensorflow,tensorflow,tensorflow/core/kernels/image/crop_and_resize_op.cc,2020-08-08T00:47:35Z,https://github.com/tensorflow/tensorflow/commit/3ade2efec2e90c6237de32a19680caaa3ebc2845,CVE-2020-15266,7.5
tensorflow,tensorflow,tensorflow/python/ops/image_ops_test.py,2020-08-08T00:47:35Z,https://github.com/tensorflow/tensorflow/commit/3ade2efec2e90c6237de32a19680caaa3ebc2845,CVE-2020-15266,7.5
tensorflow,tensorflow,tensorflow/core/kernels/count_ops.cc,2020-09-19T01:15:03Z,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,CVE-2020-15198,5.4
tensorflow,tensorflow,tensorflow/python/ops/bincount_ops_test.py,2020-09-19T01:15:03Z,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,CVE-2020-15198,5.4
tensorflow,tensorflow,tensorflow/lite/kernels/internal/reference/conv3d_transpose.h,2022-10-05T17:03:52Z,https://github.com/tensorflow/tensorflow/commit/72c0bdcb25305b0b36842d746cc61d72658d2941,CVE-2022-41894,8.1
tensorflow,tensorflow,tensorflow/core/framework/tensor_key.h,2022-05-03T19:47:21Z,https://github.com/tensorflow/tensorflow/commit/1b85a28d395dc91f4d22b5f9e1e9a22e92ccecd6,CVE-2022-29210,5.5
tensorflow,tensorflow,tensorflow/python/kernel_tests/data_structures/BUILD,2022-05-03T19:47:21Z,https://github.com/tensorflow/tensorflow/commit/1b85a28d395dc91f4d22b5f9e1e9a22e92ccecd6,CVE-2022-29210,5.5
opencv,opencv,modules/video/src/dis_flow.cpp,2019-05-27T06:18:26Z,https://github.com/opencv/opencv/commit/d1615ba11a93062b1429fce9f0f638d1572d3418,CVE-2019-19624,6.5
opencv,opencv,modules/video/test/test_OF_accuracy.cpp,2019-05-27T06:18:26Z,https://github.com/opencv/opencv/commit/d1615ba11a93062b1429fce9f0f638d1572d3418,CVE-2019-19624,6.5
tensorflow,tensorflow,tensorflow/core/grappler/utils/functions.cc,2022-10-19T04:06:47Z,https://github.com/tensorflow/tensorflow/commit/a65411a1d69edfb16b25907ffb8f73556ce36bb7,CVE-2022-41910,9.1
tensorflow,tensorflow,tensorflow/core/kernels/fractional_avg_pool_op.cc,2022-10-24T21:30:10Z,https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,CVE-2022-41900,9.8
tensorflow,tensorflow,tensorflow/core/kernels/fractional_max_pool_op.cc,2022-10-24T21:30:10Z,https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,CVE-2022-41900,9.8
tensorflow,tensorflow,tensorflow/core/ops/nn_ops.cc,2022-10-24T21:30:10Z,https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,CVE-2022-41900,9.8
tensorflow,tensorflow,tensorflow/core/ops/nn_ops_test.cc,2022-10-24T21:30:10Z,https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,CVE-2022-41900,9.8
tensorflow,tensorflow,tensorflow/python/kernel_tests/nn_ops/fractional_avg_pool_op_test.py,2022-10-24T21:30:10Z,https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,CVE-2022-41900,9.8
tensorflow,tensorflow,tensorflow/python/kernel_tests/nn_ops/fractional_max_pool_op_test.py,2022-10-24T21:30:10Z,https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,CVE-2022-41900,9.8
tensorflow,tensorflow,tensorflow/core/kernels/fractional_max_pool_op.cc,2022-09-28T18:08:21Z,https://github.com/tensorflow/tensorflow/commit/d71090c3e5ca325bdf4b02eb236cfb3ee823e927,CVE-2022-41897,7.5
tensorflow,tensorflow,tensorflow/python/kernel_tests/nn_ops/fractional_max_pool_op_test.py,2022-09-28T18:08:21Z,https://github.com/tensorflow/tensorflow/commit/d71090c3e5ca325bdf4b02eb236cfb3ee823e927,CVE-2022-41897,7.5
tensorflow,tensorflow,tensorflow/core/kernels/image/mirror_pad_op.cc,2022-10-12T19:41:46Z,https://github.com/tensorflow/tensorflow/commit/717ca98d8c3bba348ff62281fdf38dcb5ea1ec92,CVE-2022-41895,7.5
tensorflow,tensorflow,tensorflow/python/kernel_tests/array_ops/array_ops_test.py,2022-10-12T19:41:46Z,https://github.com/tensorflow/tensorflow/commit/717ca98d8c3bba348ff62281fdf38dcb5ea1ec92,CVE-2022-41895,7.5
tensorflow,tensorflow,tensorflow/core/common_runtime/eager/execute.cc,2022-09-30T20:33:07Z,https://github.com/tensorflow/tensorflow/commit/f5381e0e10b5a61344109c1b7c174c68110f7629,CVE-2022-41883,7.5
tensorflow,tensorflow,tensorflow/python/kernel_tests/data_structures/dynamic_stitch_op_test.py,2022-09-30T20:33:07Z,https://github.com/tensorflow/tensorflow/commit/f5381e0e10b5a61344109c1b7c174c68110f7629,CVE-2022-41883,7.5
tensorflow,tensorflow,tensorflow/core/kernels/candidate_sampler_ops.cc,2022-10-06T23:33:46Z,https://github.com/tensorflow/tensorflow/commit/b389f5c944cadfdfe599b3f1e4026e036f30d2d4,CVE-2022-41880,9.1
tensorflow,tensorflow,tensorflow/python/kernel_tests/random/candidate_sampler_ops_test.py,2022-10-06T23:33:46Z,https://github.com/tensorflow/tensorflow/commit/b389f5c944cadfdfe599b3f1e4026e036f30d2d4,CVE-2022-41880,9.1
tensorflow,tensorflow,tensorflow/lite/kernels/gather_nd.cc,2022-07-25T11:25:01Z,https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,CVE-2022-35937,9.1
tensorflow,tensorflow,tensorflow/lite/kernels/gather_nd_test.cc,2022-07-25T11:25:01Z,https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,CVE-2022-35937,9.1
tensorflow,tensorflow,tensorflow/lite/kernels/internal/reference/reference_ops.h,2022-07-25T11:25:01Z,https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,CVE-2022-35937,9.1
tensorflow,tensorflow,tensorflow/core/graph/graph.cc,2021-11-13T01:42:30Z,https://github.com/tensorflow/tensorflow/commit/c99d98cd189839dcf51aee94e7437b54b31f8abd,CVE-2022-23592,8.1
tensorflow,tensorflow,tensorflow/core/framework/full_type_util.cc,2021-11-09T12:44:43Z,https://github.com/tensorflow/tensorflow/commit/0657c83d08845cc434175934c642299de2c0f042,CVE-2022-23574,8.8
tensorflow,tensorflow,tensorflow/lite/kernels/internal/utils/sparsity_format_converter.cc,2021-12-16T23:37:14Z,https://github.com/tensorflow/tensorflow/commit/6364463d6f5b6254cac3d6aedf999b6a96225038,CVE-2022-23560,8.8
tensorflow,tensorflow,tensorflow/core/kernels/fractional_avg_pool_op.cc,2021-12-03T04:57:14Z,https://github.com/tensorflow/tensorflow/commit/002408c3696b173863228223d535f9de72a101a9,CVE-2022-21730,8.1
tensorflow,tensorflow,tensorflow/python/kernel_tests/nn_ops/fractional_avg_pool_op_test.py,2021-12-03T04:57:14Z,https://github.com/tensorflow/tensorflow/commit/002408c3696b173863228223d535f9de72a101a9,CVE-2022-21730,8.1
tensorflow,tensorflow,tensorflow/core/ops/array_ops.cc,2021-11-23T22:27:30Z,https://github.com/tensorflow/tensorflow/commit/37c01fb5e25c3d80213060460196406c43d31995,CVE-2022-21728,8.1
tensorflow,tensorflow,tensorflow/core/kernels/dequantize_op.cc,2021-11-20T07:16:11Z,https://github.com/tensorflow/tensorflow/commit/23968a8bf65b009120c43b5ebcceaf52dbc9e943,CVE-2022-21726,8.8
tensorflow,tensorflow,tensorflow/core/platform/ctstring_internal.h,2021-10-04T19:41:58Z,https://github.com/tensorflow/tensorflow/commit/3712a2d3455e6ccb924daa5724a3652a86f6b585,CVE-2021-41227,5.5
tensorflow,tensorflow,tensorflow/core/platform/ctstring_test.cc,2021-10-04T19:41:58Z,https://github.com/tensorflow/tensorflow/commit/3712a2d3455e6ccb924daa5724a3652a86f6b585,CVE-2021-41227,5.5
tensorflow,tensorflow,tensorflow/core/kernels/immutable_constant_op.cc,2021-10-05T20:40:42Z,https://github.com/tensorflow/tensorflow/commit/1cb6bb6c2a6019417c9adaf9e6843ba75ee2580b,CVE-2021-41227,5.5
tensorflow,tensorflow,tensorflow/core/kernels/immutable_constant_op_test.cc,2021-10-05T20:40:42Z,https://github.com/tensorflow/tensorflow/commit/1cb6bb6c2a6019417c9adaf9e6843ba75ee2580b,CVE-2021-41227,5.5
tensorflow,tensorflow,tensorflow/core/kernels/bincount_op.cc,2021-09-30T13:36:55Z,https://github.com/tensorflow/tensorflow/commit/f410212e373eb2aec4c9e60bf3702eba99a38aba,CVE-2021-41226,7.1
tensorflow,tensorflow,tensorflow/core/kernels/sparse_fill_empty_rows_op.cc,2021-09-30T17:44:33Z,https://github.com/tensorflow/tensorflow/commit/67bfd9feeecfb3c61d80f0e46d89c170fbee682b,CVE-2021-41224,7.1
tensorflow,tensorflow,tensorflow/core/kernels/fused_batch_norm_op.cc,2021-09-29T20:00:50Z,https://github.com/tensorflow/tensorflow/commit/aab9998916c2ffbd8f0592059fad352622f89cda,CVE-2021-41223,7.1
tensorflow,tensorflow,tensorflow/python/ops/nn_fused_batchnorm_test.py,2021-09-29T20:00:50Z,https://github.com/tensorflow/tensorflow/commit/aab9998916c2ffbd8f0592059fad352622f89cda,CVE-2021-41223,7.1
tensorflow,tensorflow,tensorflow/core/kernels/sparse_matmul_op.cc,2021-10-06T04:54:15Z,https://github.com/tensorflow/tensorflow/commit/e6cf28c72ba2eb949ca950d834dd6d66bb01cfae,CVE-2021-41219,7.8
tensorflow,tensorflow,tensorflow/core/ops/ragged_array_ops.cc,2021-09-30T22:52:09Z,https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,CVE-2021-41212,7.1
tensorflow,tensorflow,tensorflow/python/ops/ragged/ragged_cross_op_test.py,2021-09-30T22:52:09Z,https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,CVE-2021-41212,7.1
tensorflow,tensorflow,tensorflow/core/framework/common_shape_fns.cc,2021-10-01T22:52:56Z,https://github.com/tensorflow/tensorflow/commit/a0d64445116c43cf46a5666bd4eee28e7a82f244,CVE-2021-41211,7.1
tensorflow,tensorflow,tensorflow/core/ops/count_ops.cc,2021-10-26T23:50:02Z,https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2,CVE-2021-41210,7.1
tensorflow,tensorflow,tensorflow/python/ops/bincount_ops_test.py,2021-10-26T23:50:02Z,https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2,CVE-2021-41210,7.1
tensorflow,tensorflow,tensorflow/core/ops/array_ops.cc,2021-10-12T02:02:45Z,https://github.com/tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d,CVE-2021-41205,7.1
tensorflow,tensorflow,tensorflow/core/ops/array_ops_test.cc,2021-10-12T02:02:45Z,https://github.com/tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d,CVE-2021-41205,7.1
tensorflow,tensorflow,tensorflow/lite/kernels/gather.cc,2021-07-28T00:11:14Z,https://github.com/tensorflow/tensorflow/commit/eb921122119a6b6e470ee98b89e65d721663179d,CVE-2021-37687,5.5
tensorflow,tensorflow,tensorflow/lite/kernels/gather_nd.cc,2021-07-27T22:20:26Z,https://github.com/tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f,CVE-2021-37687,5.5
tensorflow,tensorflow,tensorflow/lite/kernels/expand_dims.cc,2021-07-27T21:42:54Z,https://github.com/tensorflow/tensorflow/commit/d94ffe08a65400f898241c0374e9edc6fa8ed257,CVE-2021-37685,5.5
tensorflow,tensorflow,tensorflow/core/kernels/sdca_internal.cc,2021-07-30T05:24:27Z,https://github.com/tensorflow/tensorflow/commit/a4e138660270e7599793fa438cd7b2fc2ce215a6,CVE-2021-37672,5.5
tensorflow,tensorflow,tensorflow/core/kernels/searchsorted_op.cc,2021-07-30T05:25:05Z,https://github.com/tensorflow/tensorflow/commit/42459e4273c2e47a3232cc16c4f4fff3b3a35c38,CVE-2021-37670,5.5
tensorflow,tensorflow,tensorflow/core/kernels/boosted_trees/stats_ops.cc,2021-07-27T19:35:03Z,https://github.com/tensorflow/tensorflow/commit/e84c975313e8e8e38bb2ea118196369c45c51378,CVE-2021-37664,7.1
tensorflow,tensorflow,tensorflow/core/kernels/cwise_ops_common.h,2021-07-31T04:42:36Z,https://github.com/tensorflow/tensorflow/commit/93f428fd1768df147171ed674fee1fc5ab8309ec,CVE-2021-37659,7.8
tensorflow,tensorflow,tensorflow/core/kernels/resource_variable_ops.cc,2021-08-02T20:33:05Z,https://github.com/tensorflow/tensorflow/commit/01cff3f986259d661103412a20745928c727326f,CVE-2021-37655,7.3
tensorflow,tensorflow,tensorflow/core/kernels/resource_variable_ops.cc,2021-07-31T04:37:59Z,https://github.com/tensorflow/tensorflow/commit/bc9c546ce7015c57c2f15c168b3d9201de679a1d,CVE-2021-37654,7.1
tensorflow,tensorflow,tensorflow/core/kernels/ragged_gather_op.cc,2021-08-03T02:05:27Z,https://github.com/tensorflow/tensorflow/commit/a2b743f6017d7b97af1fe49087ae15f0ac634373,CVE-2021-37641,7.1
tensorflow,tensorflow,tensorflow/core/kernels/save_restore_tensor.cc,2021-08-02T21:21:41Z,https://github.com/tensorflow/tensorflow/commit/9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,CVE-2021-37639,7.8
tensorflow,tensorflow,tensorflow/core/kernels/sparse_reduce_op.cc,2021-07-31T04:11:18Z,https://github.com/tensorflow/tensorflow/commit/87158f43f05f2720a374f3e6d22a7aaa3a33f750,CVE-2021-37635,7.1
tensorflow,tensorflow,tensorflow/core/kernels/ctc_loss_op.cc,2021-05-06T04:09:21Z,https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,CVE-2021-29613,7.1
tensorflow,tensorflow,tensorflow/core/kernels/ctc_loss_op.cc,2021-05-06T00:33:47Z,https://github.com/tensorflow/tensorflow/commit/4504a081af71514bb1828048363e6540f797005b,CVE-2021-29613,7.1
tensorflow,tensorflow,tensorflow/lite/kernels/split_v.cc,2021-04-29T01:12:15Z,https://github.com/tensorflow/tensorflow/commit/ae2daeb45abfe2c6dda539cf8d0d6f653d3ef412,CVE-2021-29606,7.8
